file,offset,budget,pinned,japanese,english
06188.sfm,0x48F2,4,,とら,Tiger
06188.sfm,0x48F7,4,,くま,Bear
06188.sfm,0x48FC,56,,"正解！！
というか、ねこにんがねこ以外から
だったら変よね","Correct!!
I mean, it'd be weird if a Ninja
Cat were based on anything but a cat."
06188.sfm,0x4935,35,,"ブブ～！！
いぬじゃいぬにんじゃない","Bzzt!!
A dog would be a Ninja Dog."
06188.sfm,0x4959,36,,"ブ～！！
ねこにんよ！？
ねこにん！！","Bzzt!!
It's a Ninja CAT!?
Ninja Cat!!"
06188.sfm,0x497E,70,,"ブッブ～！
でも、そういえば、うさにんって
いうのもいた気がするわね････","Bzzt!
Though, come to think of it, I feel
like there was a Ninja Rabbit too..."
06188.sfm,0x49C5,19,,"ブブ～！！
しかって","Bzzt!!
A deer, really."
06188.sfm,0x49D9,63,,"ブッブ～！！
いのししはいのにん？
いのししにん？
とにかく違うわ","Bzzt!!
Would a boar be a Ninja Boar?
Ninja Wild Boar?
Either way, wrong."
06188.sfm,0x4A19,43,,"ハズレ！！
とらもあるいみねこ科ではあるけど","Wrong!!
Though a tiger is technically
a feline too."
06188.sfm,0x4A45,27,,"ハズレ！！
くまはくまにんよ","Wrong!!
A bear would be a Ninja Bear."
06188.sfm,0x4A61,87,,"テイルズオブファンダムＶＯＬ.１の
カオベンチャーの主人公達
アミィ、リリスとあと一人は？","The heroes of Kaoventure in
Tales of Fandom Vol. 1 are
Ami, Lilith, and who else?"
06188.sfm,0x4AB9,8,,プリムラ,Primula
06188.sfm,0x4AC2,8,,ムラムラ,Muramura
06188.sfm,0x4ACB,8,,ヌリムラ,Nurimura
06188.sfm,0x4AD4,8,,プニムラ,Punimura
06188.sfm,0x4ADD,23,,"正解！
プリムラちゃんね","Correct!
Little Primula."
06188.sfm,0x4AF5,40,,"ブッブ～！
ムラムラって････
それはないわ","Bzzt!
'Muramura'...
Certainly not."
06188.sfm,0x4B3A,44,,"ブッブッブ～！
柔らかそうだけど
なにか違うわ","Bzz-bzzt!
Sounds squishy, but
something's off."
06188.sfm,0x4B67,17,,"ブ～！
時間切れ～","Bzzt!
Time's up~"
06188.sfm,0x4B79,80,,"テイルズオブファンダムＶＯＬ.１の
遊べるのはカオベンチャー
カオドラ
あと一つは？","In Tales of Fandom Vol. 1 you can play
Kaoventure, Kaodora,
and what else?"
06188.sfm,0x4BCA,14,,クレーメルラボ,Craymel Lab
06188.sfm,0x4BD9,14,,クレーメルボラ,Craymel Bal
06188.sfm,0x4BE8,14,,クルーメルラボ,Crumel Lab
06188.sfm,0x4BF7,14,,クレーメルラブ,Craymel Love
06188.sfm,0x4C06,14,,クーレメルラボ,Cramyel Lab
06188.sfm,0x4C15,14,,クメーレルラボ,Crymael Lab
06188.sfm,0x4C24,14,,クルーメレラボ,Crumele Lab
06188.sfm,0x4C33,14,,クレーメルウボ,Craymel Ubo
06188.sfm,0x4C42,77,,"正解！
････なんでこんな事しってるのか
謎だわ
あたしが天才科学者だからかしら？","Correct!
...Why I know things like this
is a mystery.
Because I'm a genius scientist, maybe?"
06188.sfm,0x4C90,24,,"ハズレ！
惜しい！
ボラ！","Wrong!
Close!
Bal!"
06188.sfm,0x4CA9,33,,"ハズレ！
まぎらわしいけど違うのよ","Wrong!
Confusing, but no."
06188.sfm,0x4CCB,25,,"ブブ～！
ラブじゃないのよ","Bzzt!
It's not Love."
06188.sfm,0x4CE5,31,,"ブッブ～、不正解！
よく見てみて","Bzzt, wrong!
Look more carefully."
06188.sfm,0x4D05,35,,"ハズレね！
クメーレルラボじゃないわ","Wrong!
It's not Crymael Lab."
06188.sfm,0x4D29,41,,"ブ～！
どこが違うかは････自分で考えなさい","Bzzt!
What's different... figure
it out yourself."
06188.sfm,0x4D53,17,,"ブッブ～！
ウボ!!","Bzzt!
Ubo!!"
06188.sfm,0x4D65,64,,"テイルズオブファンダムＶＯＬ.１で
リリスが主役のシナリオはどれ？","In Tales of Fandom Vol. 1, which
scenario stars Lilith?"
06188.sfm,0x4DA6,20,,リリスがんばります！,Lilith Does Her Best!
06188.sfm,0x4DBB,12,,リリスの冒険,Lilith's Adventure
06188.sfm,0x4DC8,12,,リリスの伝説,Lilith's Legend
06188.sfm,0x4DD5,20,,リリスと愉快な仲間達,Lilith and Her Merry Friends
06188.sfm,0x4DEA,12,,リリス繁盛記,Lilith's Booming Business
06188.sfm,0x4DF7,12,,リリスの青春,Lilith's Youth
06188.sfm,0x4E04,14,,リリスの恩返し,Lilith Repays a Kindness
06188.sfm,0x4E13,16,,リリスいきます！,"Lilith, Here I Go!"
06188.sfm,0x4E24,21,,"正解！
がんばるのよね","Correct!
She does her best."
06188.sfm,0x4E3A,25,,"ハズレ！
冒険じゃないわね","Wrong!
It's not an adventure."
06188.sfm,0x4E54,29,,"ブブ～！
伝説にはなってないわ","Bzzt!
She's not a legend."
06188.sfm,0x4E72,63,,"ブ～！
愉快な仲間達って感じも
しないではないわねぇ
でもちがうわ","Bzzt!
It does kind of feel like
'merry friends', I'll admit.
But it's wrong."
06188.sfm,0x4EB2,56,,"ハズレ！
リリスがお店を開いたりとかって
はなしではないわ","Wrong!
It's not a story about Lilith
opening a shop or anything."
06188.sfm,0x4EEB,31,,"ブッブ～！
青春ものじゃないわね","Bzzt!
It's not a coming-of-age story."
06188.sfm,0x4F0B,50,,"ハズレ！
恩返しに近い話ではあるかも
しれないわねぇ","Wrong!
It might be close to a story
about repaying a kindness, though."
06188.sfm,0x4F3E,38,,"不正解！
感じはにてるけどね
ちがうわよ","Wrong!
Similar vibe, but
it's wrong."
06188.sfm,0x4F65,70,,"テイルズオブファンダムＶＯＬ.１で
リリスと旅に出るソーディアンはだれ？","In Tales of Fandom Vol. 1, which
Swordian sets out on a journey
with Lilith?"
06188.sfm,0x4FAC,10,,ディムロス,Dymlos
06188.sfm,0x4FB7,10,,アトワイト,Atwight
06188.sfm,0x4FC2,10,,クレメンテ,Clemente
06188.sfm,0x4FCD,12,,イクティノス,Igtenos
06188.sfm,0x4FDA,35,,"正解よ！
楽しい道行きになりそうよね","Correct!
Sounds like a fun trip."
06188.sfm,0x4FFE,29,,"ハズレ！
アトワイトじゃないわ","Wrong!
Not Atwight."
06188.sfm,0x501C,27,,"ブブ～！
残念ながら違うわね","Bzzt!
Sadly, no."
06188.sfm,0x5038,15,,"残念！
ハズレ！","Too bad!
Wrong!"
06188.sfm,0x5048,107,,"テイルズオブファンダムＶＯＬ.１で
カオベンチャーシナリオ、晶霊探偵！で
キールが捕まってしまったのはなんで？","In the Tales of Fandom Vol. 1
Kaoventure scenario 'Craymel Detective!',
why was Keele arrested?"
06188.sfm,0x50C1,6,,のぞき,Peeping
06188.sfm,0x50CD,10,,時計塔爆破,Blowing up the clock tower
06188.sfm,0x50D8,50,,"正解！
まぁ本人はやってないって
言ってるんだけどね","Correct!
Though he himself says
he didn't do it."
06188.sfm,0x510B,60,,"ハズレ！
これじゃないわね
見つかってないだけかもしれないけど","Wrong!
Not this one.
Though maybe he just wasn't caught."
06188.sfm,0x5148,50,,"ブッブ～！
盗みを働くほど
素早そうには見えないわね","Bzzt!
He doesn't look quick enough
to be a thief."
06188.sfm,0x517B,35,,"ハズレ！
これは違う人が犯人の事件ね","Wrong!
That case had a different culprit."
06188.sfm,0x5205,20,,メモリーカードケース,Memory card case
06188.sfm,0x521A,20,,ＣＤ－ＲＯＭのケース,CD-ROM case
06188.sfm,0x522F,8,,Ｔシャツ,T-shirt
06188.sfm,0x5238,20,,携帯電話用ストラップ,Cell phone strap
06188.sfm,0x524D,8,,ポスター,Poster
06188.sfm,0x5256,103,,"本の形を模したデザインの
メモリーカードケースだったわ
緑地に金色で装飾が施されていて
なかなか素敵なのよ","It was a memory card case designed
to look like a book. Green with
gold decorations, quite lovely."
06188.sfm,0x52BE,10,,ハズレよ！,Wrong!
06188.sfm,0x52C9,103,,"プレイステーション版
テイルズオブファンタジアの
アイテム「ピンナップマグ」は
ＳＦＣ版ではなんていった？","The item 'Pinup Mag' in the
PlayStation version of Tales of
Phantasia. What was it called
in the SFC version?"
06188.sfm,0x5331,10,,スケベほん,Dirty Book
06188.sfm,0x533C,12,,おとなのほん,Adult Book
06188.sfm,0x5349,14,,グラビアざっし,Gravure Magazine
06188.sfm,0x5358,16,,ガールフラグメン,Girl Fragment
06188.sfm,0x5369,18,,マンガたんこうぼん,Manga Volume
06188.sfm,0x537C,76,,"<Kyle>、こういうのは
大人になってから
見なさいね････と
一応言っとくわね、一応","<Kyle>, wait until you're
an adult before looking at
that kind of thing...
Just saying, for form's sake."
06188.sfm,0x53C9,119,,"クラースが装備する本の中の１つ
「Ｎ・Ｇ」の名前は、ナムコの
無料配布情報誌の旧名称が由来
では、この情報誌の今の名称は？","One of the books Klarth equips, 'N.G.',
is named after the old title of Namco's
free information magazine. What is
that magazine called now?"
06188.sfm,0x5441,10,,ＮＯＵＲＳ,NOURS
06188.sfm,0x5457,10,,ＮＯＥＲＳ,NOERS
06188.sfm,0x5462,10,,ＮＯＩＲＳ,NOIRS
06188.sfm,0x546D,10,,ＮＯＡＲＳ,NOARS
06188.sfm,0x5478,81,,"「ノワーズ」と読むのよ
ナムコが経営する
ゲームセンター等の施設や
お店で手に入るわ","It's pronounced 'Noirs'.
You can get it at Namco-run
arcades and other facilities
and shops."
06188.sfm,0x54CA,84,,"ＳＦＣ版テイルズオブファンタジアの
ドットキャラのクレスのマントは
何色だったかしら？","In the SFC version of Tales of
Phantasia, what color was the cape
on Cress's pixel sprite?"
06188.sfm,0x551F,4,,黄色,Yellow
06188.sfm,0x5524,4,,正解,Correct.
06188.sfm,0x5529,6,,ハズレ,Wrong.
06188.sfm,0x555E,4,,遊び,Play
06188.sfm,0x5563,4,,ユメ,Dreams
06188.sfm,0x5568,4,,希望,Hope
06188.sfm,0x556D,4,,平和,Peace
06188.sfm,0x5572,4,,人間,Humanity
06188.sfm,0x5577,18,,何かあやしぃわねぇ,Something's fishy here.
06188.sfm,0x558A,20,,ヒントは解説書の裏★,Hint: the back of the manual ★
06188.sfm,0x559F,65,,"このゲームの仕様及び操作について
答えてくれるのは何というところ？","What's the name of the department that
answers questions about this game's
features and controls?"
06188.sfm,0x55E1,12,,ナムコット係,Namcot Desk
06188.sfm,0x55EE,12,,ナムケット係,Namket Desk
06188.sfm,0x55FB,14,,ナムコクラブ係,Namco Club Desk
06188.sfm,0x560A,14,,ナムコモード係,Namco Mode Desk
06188.sfm,0x5619,52,,"正解ね！
攻略方法については
一切お答えしておりません","Correct!
They do not answer any questions
about how to beat the game."
06188.sfm,0x564E,72,,"故障についての相談は
お買い求めのお店、もしくは
どこのサービスセンター？","For problems with malfunctions, contact
the store where you bought the game,
or which service center?"
06188.sfm,0x56B4,28,,ナムコ・関西サービスセンター,Namco Kansai Service Center
06188.sfm,0x570B,28,,ナムコ・四国サービスセンター,Namco Shikoku Service Center
06188.sfm,0x5728,28,,ナムコ・東北サービスセンター,Namco Tohoku Service Center
06188.sfm,0x5745,30,,ナムコ・北海道サービスセンター,Namco Hokkaido Service Center
06188.sfm,0x5764,6,,正解！,Correct!
06188.sfm,0x576B,6,,**問題,**Question
06188.sfm,0x5772,6,,**正解,**Correct
06188.sfm,0x5779,10,,**正解です,**Correct
06189.sfm,0x3984,15,,**間違い1,**Wrong 1
06189.sfm,0x3994,15,,**間違い2,**Wrong 2
06189.sfm,0x39A4,15,,**間違い3,**Wrong 3
06189.sfm,0x39B4,15,,**間違い4,**Wrong 4
06189.sfm,0x39C4,15,,**間違い5,**Wrong 5
06189.sfm,0x39D4,15,,**間違い6,**Wrong 6
06189.sfm,0x39E4,31,,**間違い7,**Wrong 7
06189.sfm,0x3A04,15,,**間違いです1,**That's wrong 1
06189.sfm,0x3A14,15,,**間違いです2,**That's wrong 2
06189.sfm,0x3A24,15,,**間違いです3,**That's wrong 3
06189.sfm,0x3A34,15,,**間違いです4,**That's wrong 4
06189.sfm,0x3A44,15,,**間違いです5,**That's wrong 5
06189.sfm,0x3A54,15,,**間違いです6,**That's wrong 6
06189.sfm,0x3A64,15,,**間違いです7,**That's wrong 7
06189.sfm,0x3A7A,16,,「正解！」を選べ,Pick 'Correct!'
06189.sfm,0x3A8B,6,,正解！,Correct!
06189.sfm,0x3A92,10,,まちがい１,Wrong 1
06189.sfm,0x3A9D,10,,まちがい２,Wrong 2
06189.sfm,0x3AA8,10,,まちがい３,Wrong 3
06189.sfm,0x3AB3,10,,正解！です,That's correct!
06189.sfm,0x3ABE,14,,まちがい１です,That's wrong 1.
06189.sfm,0x3ACD,14,,まちがい２です,That's wrong 2.
06189.sfm,0x3ADC,14,,まちがい３です,That's wrong 3.
06189.sfm,0x3AEB,12,,時間切れだね,Time's up.
06189.sfm,0x3B49,18,,エンシェントノヴァ,Ancient Nova
06189.sfm,0x3B5C,16,,バーンストライク,Burn Strike
06189.sfm,0x3B6D,18,,エクセキューション,Exacution
06189.sfm,0x3B80,18,,ディバインセイバー,Divine Saber
06189.sfm,0x3B93,8,,違うよ！,Wrong!
06189.sfm,0x3B9C,36,,"<Harold>の決めゼリフで正しいのは
どれ？","Which of these is <Harold>'s
correct catchphrase?"
06189.sfm,0x3BC1,24,,んん！　はしゃぎすぎ！？,Hmm! Too excited!?
06189.sfm,0x3BDA,22,,んん！　あそびすぎ！？,Hmm! Too playful!?
06189.sfm,0x3BF1,26,,んん！　じょうもんスギ！？,Hmm! Too Jomon!?
06189.sfm,0x3C0C,22,,んん！　ハマりすぎ！？,Hmm! Too hooked!?
06189.sfm,0x3C23,49,,"飛行竜でガープが置いていった
モンスターの名前は？","What's the name of the monster
Gaap left behind on the flying dragon?"
06189.sfm,0x3C55,16,,グラシャラボラス,Glasya-Labolas
06189.sfm,0x3C66,14,,グラシャラボス,Glasya-Labos
06189.sfm,0x3C75,10,,グリフォン,Griffon
06189.sfm,0x3C80,14,,スカルドラゴン,Skull Dragon
06189.sfm,0x3C8F,47,,"飛行竜にあった制御装置の数は
いくつだったっけ？","How many control devices were
there on the flying dragon again?"
06189.sfm,0x3CBF,4,,四基,Four
06189.sfm,0x3CC4,4,,五基,Five
06189.sfm,0x3CC9,4,,三基,Three
06189.sfm,0x3CCE,4,,二基,Two
06189.sfm,0x3CD3,6,,三十基,Thirty
06189.sfm,0x3CDA,16,,一万とんで五百基,Ten thousand five hundred
06189.sfm,0x3CEB,23,,"正解！
よく覚えてるなあ","Correct!
You remember well."
06189.sfm,0x3D03,12,,残念、違うよ,"Too bad, wrong."
06189.sfm,0x3D10,22,,そんなにあったっけー？,Were there really that many?
06189.sfm,0x3D27,24,,いくら何でも多すぎだろ！,That's way too many!
06189.sfm,0x3D40,18,,残念、時間切れだね,"Too bad, time's up."
06189.sfm,0x3D53,32,,スパイラルケイブで戦った巨人は？,"What was the giant we fought
in the Spiral Cave?"
06189.sfm,0x3D74,10,,ハルファス,Halphas
06189.sfm,0x3D7F,10,,バルバトス,Barbatos
06189.sfm,0x3D8A,6,,ガープ,Gaap
06189.sfm,0x3D91,6,,ブエル,Buer
06189.sfm,0x3D98,68,,"カタコンベで、エルレインに
会おうとするオレたちの
邪魔をしたのは誰？","In the Catacombs, who got in our
way when we were trying
to meet Elrane?"
06189.sfm,0x3DDD,12,,ダンタリオン,Dantalion
06189.sfm,0x3DEA,12,,フォルトゥナ,Fortuna
06189.sfm,0x3DF7,98,,"戦闘中に<Loni>が「あの世にいきな！」って
言うことがあるけど
それが失敗した時
オレが言うツッコミは？","In battle, <Loni> sometimes says
'Go to the afterlife!' When it
fails, what's my
comeback?"
06189.sfm,0x3E5A,20,,お前がいってどーする,Why are YOU going there!?
06189.sfm,0x3E6F,10,,オレかよっ,Me!?
06189.sfm,0x3E7A,6,,はぁ？,Huh?
06189.sfm,0x3E81,14,,勝手にいってろ,Go by yourself.
06189.sfm,0x3E90,35,,"正解！
まったく見ててヒヤヒヤするよ","Correct!
Seriously, it's nerve-wracking to watch."
06189.sfm,0x3EB4,16,,オレかよ････って,'Me!?'... Really.
06189.sfm,0x3EC5,42,,"それは<Judas>の
戦闘終了時にツッコム言葉だね","That's <Judas>'s comeback
at the end of battle."
06189.sfm,0x3EF0,28,,オレってそんなに冷たいかな？,Am I really that cold?
06189.sfm,0x3F0D,42,,"<Loni>が晶術詠唱中
敵が近づくと叫ぶ言葉は？","What does <Loni> shout when an
enemy approaches while he's casting?"
06189.sfm,0x3F38,20,,今こっちくんなって！,Don't come over here right now!
06189.sfm,0x3F4D,16,,取り込み中だっ！,I'm busy here!
06189.sfm,0x3F5E,20,,邪魔するんじゃねーよ,Quit bugging me!
06189.sfm,0x3F73,18,,うわー、くるなって,"Whoa, don't come any closer!"
06189.sfm,0x3F86,48,,"同じ特技を三連続で出すと
<Judas>に言われる言葉は？","What does <Judas> say when you use
the same base arte three times in a row?"
06189.sfm,0x3FCC,16,,ＴＰの無駄使いだ,What a waste of TP.
06189.sfm,0x3FDD,8,,････フッ,...Hmph.
06189.sfm,0x3FE6,16,,頭を少しは使え！,Use your head a little!
06189.sfm,0x3FF7,67,,"チーズケーキを食べるとHP小回復以外に
どういういいことがあったっけ？","Besides restoring a little HP, what
else does eating Cheesecake do?"
06189.sfm,0x403B,12,,戦闘不能回復,Revives from KO
06189.sfm,0x4048,8,,水属性＋,Water element+
